"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"506","GOLDEN FAMOUS PUBLICITY NEWS","37879","07-04-1981","Urdu","Weekly","MOHAMMED AZAM","MOHAMMED AZAM","Telangana","Hyderabad","View        registration details for GOLDEN FAMOUS PUBLICITY NEWS (37879)"
"507","GOLDEN TELANGANA","TELURD/2016/71186","12-04-2017","Urdu","Weekly","SYEDA AFREEN BEGUM","SYEDA AFREEN BEGUM","Telangana","Hyderabad","View        registration details for GOLDEN TELANGANA (TELURD/2016/71186)"
"508","GOOD CAREER","TELBIL/2015/63198","13-07-2015","English, Telugu","Monthly","S. KARIMULLA","S. KARIMULLA","Telangana","Hyderabad","View        registration details for GOOD CAREER (TELBIL/2015/63198)"
"509","GOOD DAY","TELURD/2012/44526","04-08-2012","Urdu","Daily","SYED MASOOD AHMED","SYED MASOOD AHMED","Telangana","Hyderabad","View        registration details for GOOD DAY (TELURD/2012/44526)"
"510","GOOD MORNING TELANGANA","TELTEL/2015/64289","13-10-2015","Telugu","Daily","KETHAVATHU SRINIVASA NAIK","KETHAVATHU SRINIVASA NAIK","Telangana","Nalgonda","View        registration details for GOOD MORNING TELANGANA (TELTEL/2015/64289)"
"511","GOODMORNING TALKIES","TGTEL/25/A1773","08-07-2025","Telugu","Daily","ANAND TANNIRU","ANAND TANNIRU","Telangana","Hyderabad","View        registration details for GOODMORNING TALKIES (TGTEL/25/A1773)"
"512","GOPI KRISHNA","APTEL/2005/16491","30-06-2005","Telugu","Daily","D. VENKATA RAMANA","D. VENKATA RAMANA","Telangana","Hyderabad","View        registration details for GOPI KRISHNA (APTEL/2005/16491)"
"513","GOUDA KALAM","TELTEL/2020/78887","07-08-2020","Telugu","Monthly","DAIVALA SHANKER","DAIVALA SHANKER","Telangana","Karimnagar","View        registration details for GOUDA KALAM (TELTEL/2020/78887)"
"514","GOUDA KANTAM","TELTEL/2014/69628","09-12-2016","Telugu","Monthly","NOMULA SIDDAIAH GOUD","NOMULA SIDDAIAH GOUD","Telangana","Hyderabad","View        registration details for GOUDA KANTAM (TELTEL/2014/69628)"
"515","GOUNIDHI","TELTEL/2018/76362","08-11-2018","Telugu","Monthly","KUPPA BALARAM PRASAD","KUPPA BALARAM PRASAD","Telangana","Hyderabad","View        registration details for GOUNIDHI (TELTEL/2018/76362)"
"516","GOWDA NADU","TELTEL/2022/90240","02-12-2024","TELUGU","Monthly","M CHALAM","M CHALAM","Telangana","Hyderabad","View        registration details for GOWDA NADU (TELTEL/2022/90240)"
"517","GRADISH-E-QUALAM","52812","29-09-1992","Urdu","Weekly","MOHD. IBRAHIMUDDIN ANSARI","MOHD. IBRAHIMUDDIN ANSARI","Telangana","Hyderabad","View        registration details for GRADISH-E-QUALAM (52812)"
"518","GRAMA DANDORA","TELTEL/2022/85377","15-09-2023","Telugu","Daily","KURAKULA NARSIMHA RAO","KURAKULA NARSIMHA RAO","Telangana","Hyderabad","View        registration details for GRAMA DANDORA (TELTEL/2022/85377)"
"519","GRAMA SEEMA","TELTEL/2008/26784","12-01-2009","Telugu","Fortnightly","DUSA EKNATH","DUSA EKNATH","Telangana","Karimnagar","View        registration details for GRAMA SEEMA (TELTEL/2008/26784)"
"520","GRAMEENA JANA JEEVANA TEJAM GODAVARI","TELTEL/2017/71931","22-05-2017","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Telangana","Bhadradri Kothagudem","View        registration details for GRAMEENA JANA JEEVANA TEJAM GODAVARI (TELTEL/2017/71931)"
"521","GRAMEENA JANA JEEVANA TEJAM GODAVARI","TELTEL/2016/66193","17-02-2016","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Telangana","Hyderabad","View        registration details for GRAMEENA JANA JEEVANA TEJAM GODAVARI (TELTEL/2016/66193)"
"522","GRAMEENA JANA JEEVANA TEJAM GODAVARI","TELTEL/2016/67789","11-07-2016","Telugu","Daily","BOLLA SATISH BABU","BOLLA SATISH BABU","Telangana","Nizamabad","View        registration details for GRAMEENA JANA JEEVANA TEJAM GODAVARI (TELTEL/2016/67789)"
"523","GREAT TELANGANA","TELTEL/2023/90139","18-11-2024","TELUGU","Daily","C. DASTAIAH","C.DASTAIAH","Telangana","Rangareddy","View        registration details for GREAT TELANGANA (TELTEL/2023/90139)"
"524","GREAT TELANGANA","TELTEL/2015/65373","28-12-2015","Telugu","Monthly","C. DASTAIAH","C.DASTAIAH","Telangana","Hyderabad","View        registration details for GREAT TELANGANA (TELTEL/2015/65373)"
"525","GREATANDHRA","TELTEL/2012/41197","19-03-2012","Telugu","Weekly","VENKAT ARIKATLA","V 5 PUBLICATIONS PVT. LTD.","Telangana","Hyderabad","View        registration details for GREATANDHRA (TELTEL/2012/41197)"
"526","GREEN GUARD","TELTEL/2015/60543","02-03-2015","Telugu","Daily","S. RAJITHA","S. RAJITHA","Telangana","Nalgonda","View        registration details for GREEN GUARD (TELTEL/2015/60543)"
"527","GREEN GUARD","TELTEL/2005/14122","07-01-2005","Telugu","Daily","S. RAJITHA","S. RAJITHA","Telangana","Hyderabad","View        registration details for GREEN GUARD (TELTEL/2005/14122)"
"528","GREEN VOICE","TELTEL/2015/65609","12-01-2016","Telugu","Monthly","BANALA SHRAVANACHARY","BANALA SHRAVANACHARY","Telangana","Nalgonda","View        registration details for GREEN VOICE (TELTEL/2015/65609)"
"529","GREEN VOICE","TELTEL/2021/90683","30-04-2025","Telugu","Daily","BANALA SHRAVANACHARY","BANALA SHRAVANACHARY","Telangana","Rangareddy","View        registration details for GREEN VOICE	 (TELTEL/2021/90683)"
"530","GULDASTA E RAHMATH","TELURD/2017/72345","20-06-2017","Urdu","Weekly","SABIR HUSSAIN","SABIR HUSSAIN","Telangana","Hyderabad","View        registration details for GULDASTA E RAHMATH (TELURD/2017/72345)"
"531","GULZAAR E JAHAN","64352","16-04-1996","Urdu","Weekly","MS. SHABANA KAZIMI","MS. SHABANA KAZIMI","Telangana","Hyderabad","View        registration details for GULZAAR E JAHAN (64352)"
"532","GULZAR","52750","05-08-1994","Urdu","Daily","SYED MUJEEB","SYED MUJEEB","Telangana","Hyderabad","View        registration details for GULZAR (52750)"
"533","GULZAR E DECCAN","TELURD/2015/62954","29-06-2015","Urdu","Fortnightly","MOHAMMED ABDUL JAMEEL","MOHAMMED ABDUL JAMEEL","Telangana","Hyderabad","View        registration details for GULZAR E DECCAN (TELURD/2015/62954)"
"534","GULZAR E DECCAN","TELURD/2015/63326","17-07-2015","Urdu","Weekly","MOHAMMED ABDUL JAMEEL","MOHAMMED ABDUL JAMEEL","Telangana","Hyderabad","View        registration details for GULZAR E DECCAN (TELURD/2015/63326)"
"535","GURU AYUSRI SANJEEVINI","TELTEL/2010/56515","13-08-2014","Telugu","Monthly","B. MAHESH BABU","B. MAHESH BABU","Telangana","Hyderabad","View        registration details for GURU AYUSRI SANJEEVINI (TELTEL/2010/56515)"
"536","GURU DATTA MAKARANDAM","TELTEL/2016/70232","24-01-2017","Telugu","Monthly","KROVVIDI VENKATA SRINIVAS","KROVVIDI VENKATA SRINIVAS","Telangana","Rangareddy","View        registration details for GURU DATTA MAKARANDAM (TELTEL/2016/70232)"
"537","HAAL E DECCAN","TELURD/2021/80818","09-12-2021","Urdu","Weekly","SYED SHANE HYDER","SYED SHANE HYDER","Telangana","Hyderabad","View        registration details for HAAL E DECCAN (TELURD/2021/80818)"
"538","HABEEB TIMES","TELURD/2022/85173","06-07-2023","Urdu","Fortnightly","SYED NAZEER UDDIN","SYED NAZEER UDDIN","Telangana","Hyderabad","View        registration details for HABEEB TIMES (TELURD/2022/85173)"
"539","HALCHAL TELANGANA","TELURD/2016/66729","18-04-2016","Urdu","Daily","MOHAMMED ANWAR KHAN","MOHAMMED ANWAR KHAN","Telangana","Nizamabad","View        registration details for HALCHAL TELANGANA (TELURD/2016/66729)"
"540","HALMIN","44954","16-07-1987","Urdu","Weekly","SHAIK YOUSUF","SHAIK YOUSUF","Telangana","Hyderabad","View        registration details for HALMIN (44954)"
"541","HAMARA ETEMAD","TELURD/2014/58830","10-12-2014","Urdu","Daily","DURDANA SULTANA","DURDANA SULTANA","Telangana","Hyderabad","View        registration details for HAMARA ETEMAD (TELURD/2014/58830)"
"542","HAMARA ETEMAD","TELURD/2015/63213","13-07-2015","Urdu","Weekly","DURDANA SULTANA","DURDANA SULTANA","Telangana","Hyderabad","View        registration details for HAMARA ETEMAD (TELURD/2015/63213)"
"543","HAMARA GAAV","TELHIN/2021/90498","17-02-2025","HINDI","Monthly","HAZARI SRINIVAS RAO","HAZARI SRINIVAS RAO","Telangana","Rangareddy","View        registration details for HAMARA GAAV (TELHIN/2021/90498)"
"544","HAMARA PHOOLBAN","TELURD/2016/69938","09-01-2017","Urdu","Quarterly","MD MUNAWAR ALI","URDU ARTS EVENING COLLEGE OLD BOYS ASSOCIATION","Telangana","Hyderabad","View        registration details for HAMARA PHOOLBAN (TELURD/2016/69938)"
"545","HAMARA WARANGAL","TELTEL/2024/89273","30-09-2024","TELUGU","Daily","NARLAGIRI VINAY","NARLAGIRI VINAY","Telangana","","View        registration details for HAMARA WARANGAL (TELTEL/2024/89273)"
"546","HAMARAA CHARMI NAR VARTAPATRIKA","TGTEL/26/A1259","18-02-2026","Telugu","Daily","Mohammad Feroz","Mohammad Feroz","Telangana","Mancherial","View        registration details for HAMARAA CHARMI NAR VARTAPATRIKA (TGTEL/26/A1259)"
"547","HAMARI MANZIL","10753","20-05-1965","Urdu","Weekly","SHAFI IQBAL","SYED AMIRUDDIN","Telangana","Hyderabad","View        registration details for HAMARI MANZIL (10753)"
"548","HAMDAM","52844","29-12-1992","Urdu","Daily","SYED MOHAMMED QUADRI","SYED MOHAMMED QUADRI","Telangana","Hyderabad","View        registration details for HAMDAM (52844)"
"549","HAMDAM","10799","07-02-1966","Urdu","Monthly","SYED MUSTAFA QUDRI KHATEEB","SYED MUSTAFA QUDRI KHATEEB","Telangana","Hyderabad","View        registration details for HAMDAM (10799)"
"550","HAMSA KALAMVARTHA","TGTEL/26/A3129","06-05-2026","Telugu","Daily","Vadla Madhusudhan Chary","Vadla Madhusudhan Chary","Telangana","Medchal Malkajgiri","View        registration details for HAMSA KALAMVARTHA  (TGTEL/26/A3129)"
"551","HAMSA NEWS","TGTEL/25/A1760","07-07-2025","Telugu","Daily","TALARI VENKATAIAH","TALARI VENKATAIAH","Telangana","Rangareddy","View        registration details for HAMSA NEWS (TGTEL/25/A1760)"
"552","HAND BOOK OF STATISTICS ANDHRA PRADESH","10945","01-01-1958","English","Annual","D. RANGA RAMANUJAM","A P GOVT","Telangana","Hyderabad","View        registration details for HAND BOOK OF STATISTICS ANDHRA PRADESH (10945)"
"553","HANS BIZZ BUZZ","TELENG/2023/86916","18-04-2024","English","Daily","K HANUMANTA RAO","HYDERABAD MEDIA HOUSE PRIVATE LIMITED","Telangana","Hyderabad","View        registration details for HANS BIZZ BUZZ (TELENG/2023/86916)"
"554","HAQ BAAT","27645","05-02-1976","Urdu","Daily","MOHAMMED SUBHAN","MOHAMMED SUBHAN","Telangana","Hyderabad","View        registration details for HAQ BAAT (27645)"
"555","HARE KRISHNA VANI","TELTEL/2017/73805","10-11-2017","Telugu","Monthly","J. VEERA VENKATA SATYANARAYANA","HARE KRISHNA MOVEMENT","Telangana","Hyderabad","View        registration details for HARE KRISHNA VANI (TELTEL/2017/73805)"
"556","HARIHARA RUDRAVEENA","TELTEL/2015/67393","06-06-2016","Telugu","Monthly","VUPPAL BALASUBRAMANYAM","VUPPAL BALASUBRAMANYAM","Telangana","Hyderabad","View        registration details for HARIHARA RUDRAVEENA (TELTEL/2015/67393)"
"557","HARITHA VANI","TELTEL/2016/66728","18-04-2016","Telugu","Daily","A. JAGADEESHWAR REDDY","A.JAGDEESHWAR REDDY","Telangana","Khammam","View        registration details for HARITHA VANI (TELTEL/2016/66728)"
"558","HARITHA VANI","TELTEL/2015/63512","30-07-2015","Telugu","Daily","A.JAGDEESHWAR REDDY","A.JAGDEESHWAR REDDY","Telangana","Warangal","View        registration details for HARITHA VANI (TELTEL/2015/63512)"
"559","HARITHA VANI","TELTEL/2015/66727","18-04-2016","Telugu","Daily","A. JAGADEESHWAR REDDY","A.JAGDEESHWAR REDDY","Telangana","Karimnagar","View        registration details for HARITHA VANI (TELTEL/2015/66727)"
"560","HARITHA VIPLAVAM","TELTEL/2022/83812","17-04-2023","Telugu","Monthly","JEEDIMETLA RAVINDER","JEEDIMETLA RAVINDER","Telangana","Nalgonda","View        registration details for HARITHA VIPLAVAM (TELTEL/2022/83812)"
"561","HAYATHNAGAR TIMES","TELTEL/2015/66235","19-02-2016","Telugu","Weekly","SURABHI SUMAN REDDY","SURABHI SUMAN REDDY","Telangana","Rangareddy","View        registration details for HAYATHNAGAR TIMES (TELTEL/2015/66235)"
"562","HEALTH PLAN","TELTEL/2015/62296","28-05-2015","Telugu","Monthly","HARI KUMAR RAVVA","HARI KUMAR RAVVA","Telangana","Nalgonda","View        registration details for HEALTH PLAN (TELTEL/2015/62296)"
"563","HEALTH SECRET","TELTEL/2016/71955","22-05-2017","Telugu","Monthly","DUSA PRAGATHI","DUSA PRAGATHI","Telangana","Karimnagar","View        registration details for HEALTH SECRET (TELTEL/2016/71955)"
"564","HEARTY LIFE","TELENG/2015/65122","04-12-2015","English","Monthly","UMA SREEDEVI","UMA SREEDEVI","Telangana","Hyderabad","View        registration details for HEARTY LIFE (TELENG/2015/65122)"
"565","HEBRON MESSENGER","10878","01-01-1963","English","Fortnightly","C.E. DASAN","B SINGH","Telangana","Hyderabad","View        registration details for HEBRON MESSENGER (10878)"
"566","HELLO SHADNAGAR","TELTEL/2016/69890","03-01-2017","Telugu","Daily","MD KHAJA PASHA","MD KHAJA PASHA","Telangana","Mahbubnagar","View        registration details for HELLO SHADNAGAR (TELTEL/2016/69890)"
"567","HILAL E HIND","37906","01-05-1983","Urdu","Fortnightly","SULTAN AHMED","SULTAN AHMED","Telangana","Hyderabad","View        registration details for HILAL E HIND (37906)"
"568","HILAL-E-DECCAN","52850","30-07-1993","Urdu","Daily","MIR MOHAMMED ALI","MIR MOHAMMED ALI","Telangana","Hyderabad","View        registration details for HILAL-E-DECCAN (52850)"
"569","HILAL-E-HIND","45047","30-01-1990","Urdu","Daily","MOHAMMED HABEEB UZ ZAMA","MOHAMMED HABEEB UZ ZAMA","Telangana","Hyderabad","View        registration details for HILAL-E-HIND (45047)"
"570","HIND KA SURAJ","37933","23-03-1984","Urdu","Weekly","SYED ARIF","SYED ARIF","Telangana","Hyderabad","View        registration details for HIND KA SURAJ (37933)"
"571","HINDU DHARMAM","TELTEL/2017/74106","08-12-2017","Telugu","Monthly","B. RAJA GOPAL NAIDU","SHREYA BROADCASTING PRIVATE LIMITED","Telangana","Hyderabad","View        registration details for HINDU DHARMAM (TELTEL/2017/74106)"
"572","HINDU VIJAY","3121","25-01-1954","Hindi","Weekly","YASHVANT RAO JOSHI","YASHWANT RAO JOSHI","Telangana","Hyderabad","View        registration details for HINDU VIJAY (3121)"
"573","HINDUSTHAN MEDIA","APTEL/2004/19136","11-04-2007","Telugu","Daily","AKULA SWATHI","AKULA SWATHI","Telangana","Siddipet","View        registration details for HINDUSTHAN MEDIA (APTEL/2004/19136)"
"574","HITECH CITY NEWS","APURD/2000/01050","01-04-2000","Urdu","Fortnightly","M.A.RAFEEQ","M.A.RAFEEQ","Telangana","Hyderabad","View        registration details for HITECH CITY NEWS (APURD/2000/01050)"
"575","Hitech Edition","TGENG/25/A5193","16-12-2025","English","Daily (Monday To Saturday)","Ganji Srinivas","Ganji Srinivas","Telangana","Medchal Malkajgiri","View        registration details for Hitech Edition (TGENG/25/A5193)"
"576","Hope of good days","TGENG/25/A0397","23-05-2025","English","Daily","NAYEEM UR RAHMAN","NAYEEM UR RAHMAN","Telangana","Hyderabad","View        registration details for Hope of good days (TGENG/25/A0397)"
"577","HUBOOR","44868","30-05-1986","Urdu","Weekly","SYED KARRAR ALI KHAN","SYED KARRAR ALI KHAN","Telangana","Hyderabad","View        registration details for HUBOOR (44868)"
"578","HUMAN RIGHTS PROTECTION","TELMUL/2016/69535","05-12-2016","English, Telugu, Hindi","Monthly","GADIPE RAVI KUMAR","GADIPE RAVI KUMAR","Telangana","Hyderabad","View        registration details for HUMAN RIGHTS PROTECTION (TELMUL/2016/69535)"
"579","HUSN-UL-KHAT","TELURD/2008/29305","20-10-2009","Urdu","Fortnightly","SYED MOHAMMED IBRAHIM SAMDANI","MOHD. IBRAHIM","Telangana","Hyderabad","View        registration details for HUSN-UL-KHAT (TELURD/2008/29305)"
"580","HYDERABAD BEATS","TELENG/2014/56528","13-08-2014","English","Fortnightly","ARAVIND","ARAVIND","Telangana","Rangareddy","View        registration details for HYDERABAD BEATS (TELENG/2014/56528)"
"581","HYDERABAD KARNATAK","10832","01-01-1961","Urdu","Weekly","M.A. HAMID","M A HAMID","Telangana","Hyderabad","View        registration details for HYDERABAD KARNATAK (10832)"
"582","HYDERABAD LAW TIMES","TELENG/2017/76024","07-09-2018","English","Weekly","AJAY GOGIA","ALT PUBLICATIONS","Telangana","Hyderabad","View        registration details for HYDERABAD LAW TIMES (TELENG/2017/76024)"
"583","HYDERABAD LAW TIMES (CRIMINAL)","TELENG/2017/76023","07-09-2018","English","Monthly","AJAY GOGIA","ALT PUBLICATIONS","Telangana","Hyderabad","View        registration details for HYDERABAD LAW TIMES (CRIMINAL) (TELENG/2017/76023)"
"584","HYDERABAD MIRROR","TGTEL/26/A1889","24-03-2026","Telugu","Daily","MAKAM GANGADHAR","MAKAM GANGADHAR","Telangana","Rangareddy","View        registration details for HYDERABAD MIRROR (TGTEL/26/A1889)"
"585","HYDERABAD MORNING POST","TELENG/2017/72999","17-08-2017","English","Weekly","MOHAMMED SAYEEDUDDIN","HYDERABAD MORNING POST","Telangana","Hyderabad","View        registration details for HYDERABAD MORNING POST (TELENG/2017/72999)"
"586","HYDERABAD TIMES","APENG/2000/05491","20-09-2000","English","Daily","P. MANIKANTAN","BENNETT, COLEMAN & CO.LTD","Telangana","Hyderabad","View        registration details for HYDERABAD TIMES (APENG/2000/05491)"
"587","IBTADA E TIMES","TELURD/2014/58845","10-12-2014","Urdu","Weekly","SAMEENA BEGUM","SAMEENA BEGUM","Telangana","Hyderabad","View        registration details for IBTADA E TIMES (TELURD/2014/58845)"
"588","Ideal platform","TGENG/25/A0532","28-05-2025","English","Monthly","KAMBHAMPATI KRISHNA KISHORE","TEAM LEAD CORPORATES","Telangana","Hyderabad","View        registration details for Ideal platform (TGENG/25/A0532)"
"589","IDEE SANGATHI","TELTEL/2013/49476","03-05-2013","Telugu","Daily","SURANNAGARI NARSA GOUD","SURANNAGARI NARSA GOUD","Telangana","Nizamabad","View        registration details for IDEE SANGATHI (TELTEL/2013/49476)"
"590","IDHI TELANGANAM","TELTEL/2023/88582","20-08-2024","TELUGU","Daily","CHALAMALA SHANKAR","CHALAMALA SHANKAR","Telangana","Rangareddy","View        registration details for IDHI TELANGANAM (TELTEL/2023/88582)"
"591","IGNITING MINDS","TELENG/2015/65077","03-12-2015","English","Monthly","NAMPALLY NAGASRI","NAMPALLY NAGASRI","Telangana","Hyderabad","View        registration details for IGNITING MINDS (TELENG/2015/65077)"
"592","IMAGE HEALTH","TELENG/2013/51035","22-07-2013","English","Monthly","CHALASANI VENKATESWARA RAO","IMAGE BROADCASTING INDIA PVT.LTD.","Telangana","Hyderabad","View        registration details for IMAGE HEALTH (TELENG/2013/51035)"
"593","IMAGE HEALTH","TELHIN/2015/62689","17-06-2015","Hindi","Monthly","CHALASANI VENKATESWARA RAO","IMAGE BROADCASTING INDIA PVT.LTD","Telangana","Hyderabad","View        registration details for IMAGE HEALTH (TELHIN/2015/62689)"
"594","IMAGE HEALTH","TELTEL/2013/51842","04-09-2013","Telugu","Monthly","CHALASANI VENKATESWARA RAO","IMAGE BROADCASTING INDIA PVT.LTD.","Telangana","Hyderabad","View        registration details for IMAGE HEALTH (TELTEL/2013/51842)"
"595","IMAGE OF THE CITY","66156","20-02-1997","English","Daily","SYED LAIQ QUADRI","SYED LAIQ QUADRI","Telangana","Hyderabad","View        registration details for IMAGE OF THE CITY (66156)"
"596","Indhara dhanussu","TGTEL/26/A4086","22-05-2026","Telugu","Daily","Uppari Ramesh","Uppari Ramesh","Telangana","Rangareddy","View        registration details for Indhara dhanussu (TGTEL/26/A4086)"
"597","Indhara dhanussu","TGTEL/25/A5444","30-12-2025","Telugu","Weekly","Uppari Ramesh","Uppari Ramesh","Telangana","Rangareddy","View        registration details for Indhara dhanussu (TGTEL/25/A5444)"
"598","INDIA TENDER & EMPLOYMENT JOURNAL","69474","11-04-1998","English","Weekly","M MANOHAR","M.MANOHAR","Telangana","Hyderabad","View        registration details for INDIA TENDER & EMPLOYMENT JOURNAL (69474)"
"599","INDIALO EEROJU","TELTEL/2023/88236","29-07-2024","TELUGU","Daily","JALI AMARENDER REDDY","JALI AMARENDER REDDY","Telangana","Karimnagar","View        registration details for INDIALO EEROJU (TELTEL/2023/88236)"
"600","INDIAN CHRONICLE","TELENG/2013/49469","02-05-2013","English","Daily","V. SRINIVAS REDDY","M/S. SAI KRISHNA PUBLICATIONS","Telangana","Rangareddy","View        registration details for INDIAN CHRONICLE (TELENG/2013/49469)"
"601","INDIAN PSYCHIATRIC SOCIETY TELANGANA STATE BRANCH TELANGANA  JOURNAL OF PSYCHIATRY","TELENG/2020/80557","21-10-2021","English","Half Yearly","DR.V GEORGE REDDY","INDIAN PSYCHIATRIC SOCIETY TELANGANA STATE BRANCH","Telangana","Hyderabad","View        registration details for INDIAN PSYCHIATRIC SOCIETY TELANGANA STATE BRANCH TELANGANA  JOURNAL OF PSYCHIATRY (TELENG/2020/80557)"
"602","INDIAN VOICE","TELTEL/2010/35722","10-02-2011","Telugu","Daily","CHINTA SARATH KUMAR REDDY","CHINTA SARATH KUMAR REDDY","Telangana","Karimnagar","View        registration details for INDIAN VOICE (TELTEL/2010/35722)"
"603","INDUR KEKALU","TELTEL/2016/71785","08-05-2017","Telugu","Monthly","KANDIKANTI SATYAPAL GOUD","KANDIKANTI SATYAPAL GOUD","Telangana","Nizamabad","View        registration details for INDUR KEKALU (TELTEL/2016/71785)"
"604","INDUR NETHRAM","TELTEL/2018/77611","19-06-2019","Telugu","Daily","LAKKAM MANOJKUMAR","LAKKAM MANOJKUMAR","Telangana","Nizamabad","View        registration details for INDUR NETHRAM (TELTEL/2018/77611)"
"605","INDUR VARTHA","TELTEL/2014/71791","08-05-2017","Telugu","Monthly","MUDRAVOYINA LAKSHIMINARSAIAH","MUDRAVOYINA LAKSHIMINARSAIAH","Telangana","Nizamabad","View        registration details for INDUR VARTHA (TELTEL/2014/71791)"
"606","INK TO CHANGE","TELBIL/2015/64480","27-10-2015","English, Urdu","Monthly","MOHAMMED FAYAQ NAWAZ","MOHAMMED FAYAQ NAWAZ","Telangana","Hyderabad","View        registration details for INK TO CHANGE (TELBIL/2015/64480)"
"607","INSIDE TEJA","TELTEL/2014/61273","15-04-2015","Telugu","Weekly","K.SATYANARAYANA","K. SATYANARAYANA","Telangana","Rangareddy","View        registration details for INSIDE TEJA (TELTEL/2014/61273)"
"608","INTINTA SUVARTHA VIGNAPANA","APTEL/2005/15103","31-12-2004","Telugu","Monthly","VIDUDHALA PRATAP KUMAR","INDIA EVERY HOME CRUSADE","Telangana","Hyderabad","View        registration details for INTINTA SUVARTHA VIGNAPANA (APTEL/2005/15103)"
"609","IPPUDU","52890","24-01-1994","Telugu","Daily","KARENATI LAXMI NARAYANA","KARENATI LAXMI NARAYANA","Telangana","Nalgonda","View        registration details for IPPUDU (52890)"
"610","IQDAM","10814","10-06-1966","Urdu","Weekly","SHRI SHAKEEL ANWAR","SHRI SHAKEEL ANWAR","Telangana","Hyderabad","View        registration details for IQDAM (10814)"
"611","IQDAM","45003","29-07-1989","Urdu","Daily","HAFEZ SYED IDRIS","HAFEZ SYED IDRIS","Telangana","Hyderabad","View        registration details for IQDAM (45003)"
"612","ISHA KIRAN Telugu Daily","TGTEL/25/A4820","05-12-2025","Telugu","Daily","BERI MAMATHA","BERI MAMATHA","Telangana","Nalgonda","View        registration details for ISHA KIRAN Telugu Daily (TGTEL/25/A4820)"
"613","ISLAHEMASHRA IZALAH MUNKARAT","TGMUL/25/A0390","23-05-2025","Urdu, English, Telugu","Monthly","Mohammed Abdul Nayeem","Mohammed Abdul Nayeem","Telangana","Hyderabad","View        registration details for ISLAHEMASHRA IZALAH MUNKARAT (TGMUL/25/A0390)"
"614","ITHIHASA PRABHA","TELBIL/2021/81358","06-04-2022","English, Telugu","Daily","MIDDELA SWETHA","MIDDELA SWETHA","Telangana","Telangana","View        registration details for ITHIHASA PRABHA (TELBIL/2021/81358)"
"615","IYYALA TELANGANA","TELTEL/2015/64243","10-10-2015","Telugu","Daily","KASHAPAGA SAHITYA","KASHAPAGA SAHITYA","Telangana","Hyderabad","View        registration details for IYYALA TELANGANA (TELTEL/2015/64243)"
"616","JAGARANA","TELTEL/2013/51032","22-07-2013","Telugu","Weekly","TANOJU PRAVEEN SAGAR","TANOJU PRAVEEN SAGAR","Telangana","Nalgonda","View        registration details for JAGARANA (TELTEL/2013/51032)"
"617","JAGITIAL  TODAY NEWS","TGTEL/25/A3599","30-10-2025","Telugu","Daily","MOHAMMED SHAHERAZ UDDIN","MOHAMMED SHAHERAZ UDDIN","Telangana","Jagitial","View        registration details for JAGITIAL  TODAY NEWS  (TGTEL/25/A3599)"
"618","JAGO JAGITYALA","TELTEL/2018/75933","24-08-2018","Telugu","Monthly","AMUDHALA NARESH","AMUDHALA NARESH","Telangana","Karimnagar","View        registration details for JAGO JAGITYALA (TELTEL/2018/75933)"
"619","JAGRITI","3270","18-12-1957","Telugu","Weekly","NAGOL SREENIVAS REDDY","JAGRITI PRAKASHAN TRUST","Telangana","Hyderabad","View        registration details for JAGRITI (3270)"
"620","JAGTIAL VANI","TELTEL/2016/69075","24-10-2016","Telugu","Daily","MOHAMMAD IMRAN","MOHAMMAD IMRAN","Telangana","Karimnagar","View        registration details for JAGTIAL VANI (TELTEL/2016/69075)"
"621","JAI BHIM TELANGANA","TELTEL/2023/89014","26-09-2024","TELUGU","Daily","PATHE PURAPU SHEKAR","PATHEPURAPU SHEKAR","Telangana","","View        registration details for JAI BHIM TELANGANA (TELTEL/2023/89014)"
"622","JAI GOUD","TELTEL/2015/61652","29-04-2015","Telugu","Daily","VATTIKUTI VEENA GOUD","VATTIKUTI VEENA GOUD","Telangana","Rangareddy","View        registration details for JAI GOUD (TELTEL/2015/61652)"
"623","JAIBHARATH VOICE","TELBIL/2015/62763","22-06-2015","English, Telugu","Daily","ADUPA.JYOTHILAXMI","ADUPA. JYOTHILAXMI","Telangana","Warangal","View        registration details for JAIBHARATH VOICE (TELBIL/2015/62763)"
"624","JAITRAYATRA","TELBIL/2012/47299","03-01-2013","English, Telugu","Monthly","SHAIK ABBAS","SHAIK ABBAS","Telangana","Nalgonda","View        registration details for JAITRAYATRA (TELBIL/2012/47299)"
"625","JALADHI","32232","16-06-1978","Telugu","Monthly","K. SATYANARAYANA","K. SATYANARAYANA","Telangana","Medak","View        registration details for JALADHI (32232)"
"626","JAMHURIYAT KE AWAZ","52851","30-07-1993","Urdu","Daily","MIR QASIM ALI","MIR QASIM ALI","Telangana","Hyderabad","View        registration details for JAMHURIYAT KE AWAZ (52851)"
"627","JANA BALAM","69976","24-11-1998","Telugu","Monthly","DR. JAYAPRAKASH NARAYAN","FOUNDATION FOR DEMOCRATIC REFORMS ON BEHALF OF FOUNDATION FOR DEMOCRATIC REFORMS","Telangana","Hyderabad","View        registration details for JANA BALAM (69976)"
