"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"2525","PHOTO PATRIKA","APTEL/2008/42411","18-05-2012","Telugu","Monthly","P. NAGESHWAR RAO","P. NAGESWAR RAO","Andhra Pradesh","Nalgonda","View        registration details for PHOTO PATRIKA (APTEL/2008/42411)"
"2526","PIDIKILI","APTEL/2004/14145","26-02-2004","Telugu","Monthly","TIMMAGALLA SRI HARI","TIMMAGALLA SRI HARI","Andhra Pradesh","Hyderabad","View        registration details for PIDIKILI (APTEL/2004/14145)"
"2527","PINAKINI","APTEL/2010/35644","07-02-2011","Telugu","Fortnightly","CHINTALA ANANDA BABU","CHINTALA ANANDA BABU","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for PINAKINI (APTEL/2010/35644)"
"2528","PINAKINI KALYANA PARICHAYA VEDIKA","APTEL/2014/62256","28-05-2015","Telugu","Monthly","NAGULURU SRINIVASULU","NAGULURU SRINIVASULU","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for PINAKINI KALYANA PARICHAYA VEDIKA (APTEL/2014/62256)"
"2529","PinPoint Maasapathrika","APTEL/25/A4281","21-11-2025","Telugu","Monthly","DASARI SRINIVAS","DASARI SRINIVAS","Andhra Pradesh","Kakinada","View        registration details for PinPoint Maasapathrika (APTEL/25/A4281)"
"2530","PIONEER VIBES","APENG/2021/80613","22-11-2021","English","Daily","TALASILA SURESH BABU","TALASILA SURESH BABU","Andhra Pradesh","Krishna","View        registration details for PIONEER VIBES (APENG/2021/80613)"
"2531","PLANET-NEWS","APTEL/2005/17885","06-11-2006","Telugu","Monthly","LAKSHMI RAJAM","LAKSHMI RAJAM","Andhra Pradesh","Karimnagar","View        registration details for PLANET-NEWS (APTEL/2005/17885)"
"2532","PLEDGE","APENG/2005/16962","16-03-2005","English","Daily","M.A. KHADER","IMAGE PRINTERS","Andhra Pradesh","Visakhapatnam","View        registration details for PLEDGE (APENG/2005/16962)"
"2533","PLEDGE","52884","19-03-1993","English","Daily","M. A. KHADAR","M. A. KHADAR","Andhra Pradesh","Krishna","View        registration details for PLEDGE (52884)"
"2534","PODDU","71194","10-01-1996","Telugu","Daily","BAISA RAMADASU","BAISA RAMADASU","Andhra Pradesh","Krishna","View        registration details for PODDU (71194)"
"2535","POINT UP","APENG/2008/30197","24-12-2009","English","Monthly","MIR HYDER ALI","MIR HYDER ALI","Andhra Pradesh","Hyderabad","View        registration details for POINT UP (APENG/2008/30197)"
"2536","POLICE TODAY","APTEL/2013/51496","16-08-2013","Telugu","Monthly","V. SHANKARA SHARMA","V. SHANKARA SHARMA","Andhra Pradesh","Hyderabad","View        registration details for POLICE TODAY (APTEL/2013/51496)"
"2537","POLICE VIEW","APTEL/2013/53573","13-12-2013","Telugu","Monthly","P. PRASANNA","P. PRASANNA","Andhra Pradesh","Hyderabad","View        registration details for POLICE VIEW (APTEL/2013/53573)"
"2538","POLITICAL EXPRESS","APTEL/2014/54786","25-02-2014","Telugu","Weekly","SAAKE JOHNY","SAAKE JOHNY","Andhra Pradesh","Anantapur","View        registration details for POLITICAL EXPRESS (APTEL/2014/54786)"
"2539","POLITICAL MIRROR","APTEL/2009/29872","27-11-2009","Telugu","Daily","C. VIMALA","C. VIMALA","Andhra Pradesh","Hyderabad","View        registration details for POLITICAL MIRROR (APTEL/2009/29872)"
"2540","POLITICAL NIGHA","APTEL/2009/36945","27-04-2011","Telugu","Weekly","TOKALA. RAJESH BABU","TOKALA RAJESH BABU","Andhra Pradesh","West Godavari","View        registration details for POLITICAL NIGHA (APTEL/2009/36945)"
"2541","POLITICAL POLITICS","APTEL/2008/25740","24-09-2008","Telugu","Fortnightly","JANDHYAM SREENIVASA RAO","JANDHYAM SREENIVASARAO","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for POLITICAL POLITICS (APTEL/2008/25740)"
"2542","POLITICAL VARTHA","APTEL/2007/21803","06-11-2007","Telugu","Monthly","K. SAIDULU","K.SAIDULU,C/O T.RAMU","Andhra Pradesh","Rangareddy","View        registration details for POLITICAL VARTHA (APTEL/2007/21803)"
"2543","POLITICAL VOICE","APTEL/2014/55135","01-04-2014","Telugu","Monthly","MOTHUKURI SREENIVASA RAO","MOTHUKURI SREENIVASA RAO","Andhra Pradesh","Khammam","View        registration details for POLITICAL VOICE (APTEL/2014/55135)"
"2544","POLITICS IN INDIA","66411","20-12-1996","Telugu","Fortnightly","Y.S.G RAMA RAO","Y.S.G.RAMA RAO","Andhra Pradesh","Hyderabad","View        registration details for POLITICS IN INDIA (66411)"
"2545","PORTCITY NEWS EXPRESS","APTEL/2017/73575","18-10-2017","Telugu","Monthly","BOTTA SRIRAMULU","BOTTA SRIRAMULU","Andhra Pradesh","Visakhapatnam","View        registration details for PORTCITY NEWS EXPRESS (APTEL/2017/73575)"
"2546","POSITIVE LIFE","APTEL/2023/88368","16-08-2024","TELUGU","Monthly","PEDDIGARI LAKSHMANNA","PEDDIGARI LAKSHMANNA","Andhra Pradesh","Kurnool","View        registration details for POSITIVE LIFE (APTEL/2023/88368)"
"2547","POSTMORTUM","APTEL/2000/02969","06-09-2000","Telugu","Weekly","TIRAKALA PRASAD RAO","TIRAKALA PRASAD RAO","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for POSTMORTUM (APTEL/2000/02969)"
"2548","POULTRY PARISRAMA","APTEL/2009/32835","01-07-2010","Telugu","Monthly","M.A. SHAJAHAN","M.A. SHAJAHAN","Andhra Pradesh","East Godavari","View        registration details for POULTRY PARISRAMA (APTEL/2009/32835)"
"2549","POWER EXPRESS","APENG/2014/58379","18-11-2014","English","Monthly","S. VENKATESWARLU","S. VENKATESWARLU","Andhra Pradesh","Kurnool","View        registration details for POWER EXPRESS (APENG/2014/58379)"
"2550","POWER OF RTI","APTEL/2016/66417","21-03-2016","Telugu","Monthly","PATNALA SAI KUMAR","PATNALA SAI KUMAR","Andhra Pradesh","Guntur","View        registration details for POWER OF RTI (APTEL/2016/66417)"
"2551","POWER OF THE PEOPLE","APTEL/2014/59564","13-01-2015","Telugu","Daily","PANCHADI APPARAO","PANCHADI APPARAO","Andhra Pradesh","Vizianagaram","View        registration details for POWER OF THE PEOPLE (APTEL/2014/59564)"
"2552","POWER OF VENKATAGIRI","APTEL/2022/85172","06-07-2023","Telugu","Weekly","JAMPALA PRAKASH","JAMAPALA PRAKASH","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for POWER OF VENKATAGIRI (APTEL/2022/85172)"
"2553","POWER POINT","APTEL/2015/64562","05-11-2015","Telugu","Monthly","CHEEMALA RAVI KUMAR","CHEEMALA RAVI KUMAR","Andhra Pradesh","Anantapur","View        registration details for POWER POINT (APTEL/2015/64562)"
"2554","POWER READER","APTEL/2017/72955","14-08-2017","Telugu","Weekly","SRIHARI MEESALA","SRIHARI MEESALA","Andhra Pradesh","Visakhapatnam","View        registration details for POWER READER (APTEL/2017/72955)"
"2555","POWER VOICE","APTEL/2015/61267","15-04-2015","Telugu","Weekly","ALAGA RAVI KUMAR","ALAGARAVIKUMAR","Andhra Pradesh","West Godavari","View        registration details for POWER VOICE (APTEL/2015/61267)"
"2556","POWERDAY","APTEL/2009/42651","28-05-2012","Telugu","Daily","LANKA DAVID","LANKA DAVID","Andhra Pradesh","West Godavari","View        registration details for POWERDAY (APTEL/2009/42651)"
"2557","POWERFUL PEN","APTEL/25/A3221","14-10-2025","Telugu","Monthly","Ramesh Babu Yarijarla","Ramesh Babu Yarijarla","Andhra Pradesh","Prakasam","View        registration details for POWERFUL PEN (APTEL/25/A3221)"
"2558","PRABHA NEWS","APTEL/25/A4267","21-11-2025","TELUGU","Daily","SWAMIDASU PRASANNALATHA","SWAMIDASU PRASANNALATHA","Andhra Pradesh","Ananthapur","View        registration details for PRABHA NEWS (APTEL/25/A4267)"
"2559","PRABHA NEWS","APTEL/25/A2868","26-09-2025","TELUGU","Daily","SWAMIDASU PRASANNALATHA","SWAMIDASU PRASANNALATHA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for PRABHA NEWS (APTEL/25/A2868)"
"2560","PRABHA NEWS","APTEL/2023/88000","16-07-2024","TELUGU","Daily","SWAMIDASU PRASANNALATHA","SWAMIDASU PRASANNALATHA","Andhra Pradesh","","View        registration details for PRABHA NEWS (APTEL/2023/88000)"
"2561","Prabhamanam Telugudaily","APTEL/26/A3829","18-05-2026","Telugu","Daily","VADDE LINGAMURTHY","VADDE LINGAMURTHY","Andhra Pradesh","Kurnool","View        registration details for Prabhamanam Telugudaily (APTEL/26/A3829)"
"2562","PRABHATHA DARSINI","APTEL/2016/73077","24-08-2017","Telugu","Monthly","NANNURU BHAGYAMMA","NANNURU BHAGYAMMA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for PRABHATHA DARSINI (APTEL/2016/73077)"
"2563","PRABHATHA DARSINI","APTEL/2010/36923","26-04-2011","Telugu","Daily","NANNURU BHAGYAMMA","NANNURU BHAGYAMMA","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for PRABHATHA DARSINI (APTEL/2010/36923)"
"2564","PRABHATHA SAMACHARAM","APTEL/2011/41055","06-03-2012","Telugu","Daily","SYED KAREEM","SYED KAREEM","Andhra Pradesh","Adilabad","View        registration details for PRABHATHA SAMACHARAM (APTEL/2011/41055)"
"2565","PRADEEPIKA","APTEL/2009/27833","21-05-2009","Telugu","Monthly","M. JEEVEN KUMAR","M. JEEVAN KUMAR","Andhra Pradesh","Hyderabad","View        registration details for PRADEEPIKA (APTEL/2009/27833)"
"2566","PRAGATHI KIRANAM","APTEL/2013/54502","05-02-2014","Telugu","Monthly","REGATTE VENKAT REDDY","REGATTE VENKAT REDDY","Andhra Pradesh","Nalgonda","View        registration details for PRAGATHI KIRANAM (APTEL/2013/54502)"
"2567","PRAGATHI PADAM","APTEL/2011/42971","13-06-2012","Telugu","Monthly","EEDA SHEKAR","EEDA SHEKAR","Andhra Pradesh","Nalgonda","View        registration details for PRAGATHI PADAM (APTEL/2011/42971)"
"2568","PRAGATHI PATHAM","APTEL/2010/31841","06-04-2010","Telugu","Monthly","K. VEENA","K. VEENA","Andhra Pradesh","Rangareddy","View        registration details for PRAGATHI PATHAM (APTEL/2010/31841)"
"2569","PRAGATHI PRABHA","APTEL/2011/40404","16-01-2012","Telugu","Monthly","KATARU","KATARU","Andhra Pradesh","Anantapur","View        registration details for PRAGATHI PRABHA (APTEL/2011/40404)"
"2570","PRAGATHI PRADESH","APTEL/2010/45390","24-09-2012","Telugu","Daily","K.M.A. KAREEM","K.M.A. KAREEM","Andhra Pradesh","Mahbubnagar","View        registration details for PRAGATHI PRADESH (APTEL/2010/45390)"
"2571","PRAGATHI PRADESH","APTEL/2014/57687","10-10-2014","Telugu","Daily","K.M.A. KAREEM","K.M.A. KAREEM","Andhra Pradesh","Krishna","View        registration details for PRAGATHI PRADESH (APTEL/2014/57687)"
"2572","PRAGATHI PRATHIBHA","APTEL/2006/22554","10-01-2008","Telugu","Daily","Y . SURESH BABU","Y. SURESH BABU","Andhra Pradesh","Chittoor","View        registration details for PRAGATHI PRATHIBHA (APTEL/2006/22554)"
"2573","PRAGATHI SANCHALANAM","APTEL/2016/69314","11-11-2016","Telugu","Monthly","POTTHURU RAJASEKHAR","POTTHURU RAJASEKHAR","Andhra Pradesh","Kurnool","View        registration details for PRAGATHI SANCHALANAM (APTEL/2016/69314)"
"2574","PRAGATHI SANCHALANAM","APTEL/2017/72730","25-07-2017","Telugu","Daily","POTTHURU RAJASEKHAR","POTTHURU RAJASEKHAR","Andhra Pradesh","Kurnool","View        registration details for PRAGATHI SANCHALANAM (APTEL/2017/72730)"
"2575","PRAGATHI TIMES","TELENG/2008/25097","06-08-2008","English","Daily","AFROZ QURESHI","AFROZ QURESHI","Andhra Pradesh","Hyderabad","View        registration details for PRAGATHI TIMES (TELENG/2008/25097)"
"2576","PRAGATHI TIMES","TELENG/2007/21807","06-11-2007","English","Weekly","AFROZ QURESHI","AFROZ QURESHI","Andhra Pradesh","Hyderabad","View        registration details for PRAGATHI TIMES (TELENG/2007/21807)"
"2577","PRAGATHIKALAM AKSHARAJYOTHI","APTEL/26/A4148","22-05-2026","Telugu","Daily","MUPPIDI RAMBABU","MUPPIDI RAMBABU","Andhra Pradesh","West Godavari","View        registration details for PRAGATHIKALAM AKSHARAJYOTHI (APTEL/26/A4148)"
"2578","PRAGATI PADHAMLO NAADESAM","APTEL/26/A3827","18-05-2026","Telugu","Daily","LELLA SIVA PRASAD","LELLA SIVA PRASAD","Andhra Pradesh","Prakasam","View        registration details for PRAGATI PADHAMLO NAADESAM (APTEL/26/A3827)"
"2579","PRAGATI SURYA","APTEL/2019/77986","12-09-2019","Telugu","Monthly","MALLESWARI","MALLESWARI","Andhra Pradesh","Kurnool","View        registration details for PRAGATI SURYA (APTEL/2019/77986)"
"2580","PRAGNA PRATHEEKA","APTEL/2012/47503","16-01-2013","Telugu","Monthly","S.MANI KUMARI","S.MANI KUMARI","Andhra Pradesh","Karimnagar","View        registration details for PRAGNA PRATHEEKA (APTEL/2012/47503)"
"2581","PRAJA ABHAYAM","APTEL/2017/75381","29-05-2018","Telugu","Daily","K. SREENIVASULU","K SREENIVASULU","Andhra Pradesh","Kurnool","View        registration details for PRAJA ABHAYAM (APTEL/2017/75381)"
"2582","PRAJA ADHIPATHI","APTEL/2020/87373","27-05-2024","Telugu","Daily","KOILADA KUMARI","KOILADA KUMARI","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA ADHIPATHI (APTEL/2020/87373)"
"2583","PRAJA AGRAHAM","APTEL/2015/65374","28-12-2015","Telugu","Daily","D.G.M. BABU RAO","D.G.M. BABURAO","Andhra Pradesh","Kurnool","View        registration details for PRAJA AGRAHAM (APTEL/2015/65374)"
"2584","PRAJA AIKYA KAARYAACHARANA VEDIKA ABHAY","APTEL/2015/64909","24-11-2015","Telugu","Monthly","YALAMANCHILI SRINIVASA RAO","YALAMANCHILI SRINIVASA RAO","Andhra Pradesh","East Godavari","View        registration details for PRAJA AIKYA KAARYAACHARANA VEDIKA ABHAY (APTEL/2015/64909)"
"2585","PRAJA AIKYA KAARYAACHARANA VEDIKA ABHAY","APTEL/2014/61074","01-04-2015","Telugu","Daily","YALAMANCHILI SRINIVASARAO","YALAMANCHILI SRINIVASARAO","Andhra Pradesh","East Godavari","View        registration details for PRAJA AIKYA KAARYAACHARANA VEDIKA ABHAY (APTEL/2014/61074)"
"2586","PRAJA AKSHARAM","APTEL/2012/48218","21-02-2013","Telugu","Daily","SUBRAMANAYAM GOUD","SUBRAMANAYAM GOUD","Andhra Pradesh","Kurnool","View        registration details for PRAJA AKSHARAM (APTEL/2012/48218)"
"2587","PRAJA AKSHARAM","APTEL/2012/44983","30-08-2012","Telugu","Daily","SUBRAMANAYAM GOUD","SUBRAMANAYAM GOUD","Andhra Pradesh","Kurnool","View        registration details for PRAJA AKSHARAM (APTEL/2012/44983)"
"2588","PRAJA AMARAVATI","APTEL/2017/71954","22-05-2017","Telugu","Monthly","GUDIBANDI SUDHAKAR REDDY","GUDIBANDI SUDHAKAR REDDY","Andhra Pradesh","Guntur","View        registration details for PRAJA AMARAVATI (APTEL/2017/71954)"
"2589","PRAJA ANKITHAM","APTEL/2018/76727","22-01-2019","Telugu","Daily","perumala jayaraju","Perumala Jayaraju","Andhra Pradesh","Kurnool","View        registration details for PRAJA ANKITHAM (APTEL/2018/76727)"
"2590","PRAJA ASHAYAM","APTEL/25/A5290","19-12-2025","Telugu","Daily","BORA RAJIV GANDHI","BORA RAJIV GANDHI","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA ASHAYAM (APTEL/25/A5290)"
"2591","PRAJA BHANDHAM","APTEL/2009/30440","13-01-2010","Telugu","Weekly","MEEJURU MALLIKARJUNA RAO","MEEJURU MALLIKARJUNA RAO","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for PRAJA BHANDHAM (APTEL/2009/30440)"
"2592","PRAJA BHAROSA","APTEL/26/A0481","20-01-2026","Telugu","Monthly","KARANAM APPARAO","KARANAM APPARAO","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA BHAROSA (APTEL/26/A0481)"
"2593","PRAJA BHAVITHA","APTEL/2015/75275","17-05-2018","Telugu","Daily","S. PRASANNAKUMAR REDDY","S.PRASANA KUMAR REDDY","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for PRAJA BHAVITHA (APTEL/2015/75275)"
"2594","PRAJA BHOOMI","APTEL/26/A2017","27-03-2026","Telugu","Monthly","ANKIREDDYPALLE RAMAMOHAN REDDY","ANKIREDDYPALLE RAMAMOHAN REDDY","Andhra Pradesh","N T R","View        registration details for PRAJA BHOOMI (APTEL/26/A2017)"
"2595","PRAJA BHOOMI","APTEL/25/A1888","21-07-2025","Telugu","Daily","ANKIREDDYPALLE RAMAMOHAN REDDY","ANKIREDDYPALLE RAMAMOHAN REDDY","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA BHOOMI (APTEL/25/A1888)"
"2596","PRAJA BHOOMI","APTEL/2011/41440","04-04-2012","TELUGU","Daily","A. RAMA MOHAN REDDY","A. RAMA MOHAN REDDY","Andhra Pradesh","Krishna","View        registration details for PRAJA BHOOMI (APTEL/2011/41440)"
"2597","PRAJA BHOOMI","APTEL/25/A1219","11-06-2025","Telugu","Daily","ANKIREDDYPALLE RAMAMOHAN REDDY","ANKIREDDYPALLE RAMAMOHAN REDDY","Andhra Pradesh","West Godavari","View        registration details for PRAJA BHOOMI (APTEL/25/A1219)"
"2598","PRAJA BHOOMI","APTEL/25/A2316","28-08-2025","Telugu","Daily","ANKIREDDYPALLE RAMAMOHAN REDDY","ANKIREDDYPALLE RAMAMOHAN REDDY","Andhra Pradesh","Chittoor","View        registration details for PRAJA BHOOMI (APTEL/25/A2316)"
"2599","PRAJA BHOOMI","APTEL/2023/90641","15-04-2025","Telugu","Daily","A. RAMA MOHAN REDDY","A. RAMA MOHAN REDDY","Andhra Pradesh","Ananthapur","View        registration details for PRAJA BHOOMI (APTEL/2023/90641)"
"2600","PRAJA BHOOMI","APTEL/25/A1470","01-07-2025","Telugu","Daily","ANKIREDDYPALLE RAMAMOHAN REDDY","ANKIREDDYPALLE RAMAMOHAN REDDY","Andhra Pradesh","East Godavari","View        registration details for PRAJA BHOOMI (APTEL/25/A1470)"
"2601","PRAJA BHOOMI","APTEL/25/A1220","11-06-2025","Telugu","Daily","ANKIREDDYPALLE RAMAMOHAN REDDY","ANKIREDDYPALLE RAMAMOHAN REDDY","Andhra Pradesh","Y.S.R.","View        registration details for PRAJA BHOOMI (APTEL/25/A1220)"
"2602","PRAJA CHAITANYAM","APTEL/2006/27574","22-04-2009","Telugu","Weekly","CH. NAGA CHENCHURANI","CH. NAGA CHENCHU RANI","Andhra Pradesh","East Godavari","View        registration details for PRAJA CHAITANYAM (APTEL/2006/27574)"
"2603","PRAJA CHAITANYAM","APTEL/2009/33517","01-09-2010","Telugu","Daily","CH. NAGA CHENCHURANI","CH. NAGA CHENCHU RANI","Andhra Pradesh","Hyderabad","View        registration details for PRAJA CHAITANYAM (APTEL/2009/33517)"
"2604","PRAJA CHUPU","APTEL/2008/23046","20-02-2008","Telugu","Daily","U. ASHRAF  QURISHI","U. ASHRAF QURISHI","Andhra Pradesh","Kurnool","View        registration details for PRAJA CHUPU (APTEL/2008/23046)"
"2605","PRAJA COURT","APTEL/2015/65422","31-12-2015","Telugu","Daily","CHEVULA RANGARAO","CHEVULA RANGARAO","Andhra Pradesh","Krishna","View        registration details for PRAJA COURT (APTEL/2015/65422)"
"2606","PRAJA COURT","APTEL/2014/59682","19-01-2015","Telugu","Daily","DARSI NAGALAKSHMI","DARSI NAGALAKSHMI","Andhra Pradesh","Guntur","View        registration details for PRAJA COURT (APTEL/2014/59682)"
"2607","PRAJA COURT","APTEL/2012/47046","14-12-2012","Telugu","Weekly","CHEVULA RANGARAO","CHEVULA RANGARAO","Andhra Pradesh","Guntur","View        registration details for PRAJA COURT (APTEL/2012/47046)"
"2608","PRAJA DARPANAM","APTEL/2009/31261","03-03-2010","Telugu","Monthly","KAKKIRENI RAM MOHAN","KAKKIRENI RAM MOHAN","Andhra Pradesh","Nalgonda","View        registration details for PRAJA DARPANAM (APTEL/2009/31261)"
"2609","PRAJA DARPANAM","APTEL/2011/40440","18-01-2012","Telugu","Daily","KAKKIRENI RAM MOHAN","KAKKIRENI RAM MOHAN","Andhra Pradesh","Nalgonda","View        registration details for PRAJA DARPANAM (APTEL/2011/40440)"
"2610","PRAJA DARSHINI","APTEL/2010/32585","08-06-2010","Telugu","Monthly","ANDOJU NARSIMHA  CHARY","ANDOJU NARSIMHA CHARY","Andhra Pradesh","Nalgonda","View        registration details for PRAJA DARSHINI (APTEL/2010/32585)"
"2611","PRAJA DEEPIKA","APTEL/2007/21128","11-09-2007","Telugu","Fortnightly","PULIKANTI PRABAKAR","PULIKANTI PRABHAKAR","Andhra Pradesh","Karimnagar","View        registration details for PRAJA DEEPIKA (APTEL/2007/21128)"
"2612","PRAJA DEVEENA","APTEL/2009/28847","26-08-2009","Telugu","Monthly","GUNDAGONI LINGAIAH","GUNDAGONI LINGAIAH","Andhra Pradesh","Nalgonda","View        registration details for PRAJA DEVEENA (APTEL/2009/28847)"
"2613","PRAJA DHARANI","APTEL/26/A3188","06-05-2026","Telugu","Monthly","Bonda China Naidu","Bonda China Naidu","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA DHARANI (APTEL/26/A3188)"
"2614","PRAJA DHARVU","APTEL/2012/47328","04-01-2013","Telugu","Daily","M. THIRUPATHI","M. THIRUPATHI","Andhra Pradesh","Hyderabad","View        registration details for PRAJA DHARVU (APTEL/2012/47328)"
"2615","PRAJA DHYEYAM","APTEL/2020/78884","31-07-2020","Telugu","Daily","SHAIK ALI","SHAIK ALI","Andhra Pradesh","Sri Potti Sriramulu Nellore","View        registration details for PRAJA DHYEYAM (APTEL/2020/78884)"
"2616","PRAJA DRUSHTI","APTEL/2009/28332","08-07-2009","Telugu","Daily","T.V. NITHYANAND","T.V. NITHYANAND","Andhra Pradesh","Hyderabad","View        registration details for PRAJA DRUSHTI (APTEL/2009/28332)"
"2617","PRAJA EXPRESS","APTEL/2017/73569","18-10-2017","Telugu","Daily","KURNOOL MOHAMMED FAROOQ","KURNOOL MOHAMMED FAROOQ","Andhra Pradesh","Kurnool","View        registration details for PRAJA EXPRESS (APTEL/2017/73569)"
"2618","PRAJA FOCUS","APTEL/2018/75701","17-07-2018","Telugu","Daily","POTHARLANKA MURALI KRISHNA","POTHARLANKA MURALI KRISHNA","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA FOCUS (APTEL/2018/75701)"
"2619","praja galame spanda national news paper","APMUL/26/A3106","06-05-2026","Telugu, English, Hindi","Daily","JAMMUGANI MOHAN","JAMMUGANI MOHAN","Andhra Pradesh","Guntur","View        registration details for praja galame spanda national news paper (APMUL/26/A3106)"
"2620","PRAJA GARJANA","APTEL/1999/01542","24-04-1999","Telugu","Fortnightly","SHAIK SHAVALI","SHAIK SHAVALI","Andhra Pradesh","Kurnool","View        registration details for PRAJA GARJANA (APTEL/1999/01542)"
"2621","PRAJA JAGRUTHI","APTEL/2011/40615","31-01-2012","Telugu","Daily","KUNCHAM SRINIVAS","KUNCHAM  SRINIVAS","Andhra Pradesh","Nizamabad","View        registration details for PRAJA JAGRUTHI (APTEL/2011/40615)"
"2622","PRAJA JWALA","APTEL/2010/33400","25-08-2010","Telugu","Daily","APPIKONDA BHASKARA RAO","APPIKONDA BHASKARA RAO","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA JWALA (APTEL/2010/33400)"
"2623","PRAJA JYOTHI","APTEL/25/A5344","31-12-2025","Telugu","Daily","VADDI SRINIVAS REDDY","SAI KRISHNA PUBLICATIONS","Andhra Pradesh","Krishna","View        registration details for PRAJA JYOTHI (APTEL/25/A5344)"
"2624","PRAJA KADHALIKA","APTEL/2012/45301","18-09-2012","Telugu","Monthly","V.SRAVAN","V.SRAVAN","Andhra Pradesh","Hyderabad","View        registration details for PRAJA KADHALIKA (APTEL/2012/45301)"
"2625","PRAJA KAVACHAM","APTEL/2023/86193","30-01-2024","Telugu","Daily","TUPAKULA GANESH","TUPAKULA GANESH","Andhra Pradesh","East Godavari","View        registration details for PRAJA KAVACHAM (APTEL/2023/86193)"
"2626","PRAJA KIRANAM","APTEL/2010/32582","08-06-2010","Telugu","Monthly","TALAKOLA SRIDHAR REDDY","TALAKOLA SRIDHAR REDDY","Andhra Pradesh","Nalgonda","View        registration details for PRAJA KIRANAM (APTEL/2010/32582)"
"2627","PRAJA KOTA","APTEL/2023/87735","03-07-2024","TELUGU","Monthly","T SREENIVASULU","T SREENIVASULU","Andhra Pradesh","","View        registration details for PRAJA KOTA (APTEL/2023/87735)"
"2628","PRAJA KRANTHI","APTEL/2006/16658","02-03-2006","Telugu","Fortnightly","GANDLA SRINIVAS","GANDLA SRINIVAS","Andhra Pradesh","Karimnagar","View        registration details for PRAJA KRANTHI (APTEL/2006/16658)"
"2629","PRAJA KRANTHI","APTEL/2009/30555","20-01-2010","Telugu","Daily","GANDLA SRINIVAS","GANDLA SRINIVAS","Andhra Pradesh","Nalgonda","View        registration details for PRAJA KRANTHI (APTEL/2009/30555)"
"2630","PRAJA KRANTHI","APTEL/2009/30556","20-01-2010","Telugu","Daily","GANDLA SRINIVAS","GANDLA SRINIVAS","Andhra Pradesh","Rangareddy","View        registration details for PRAJA KRANTHI (APTEL/2009/30556)"
"2631","PRAJA KRANTHI","APTEL/2009/30566","21-01-2010","Telugu","Daily","GANDLA SRINIVAS","GANDLA SRINIVAS","Andhra Pradesh","Chittoor","View        registration details for PRAJA KRANTHI (APTEL/2009/30566)"
"2632","PRAJA KSHEMAM","APTEL/2011/40391","12-01-2012","Telugu","Monthly","GORTI KONDALA RAO NAIDU","GORTI KONDALA RAO NAIDU","Andhra Pradesh","Rangareddy","View        registration details for PRAJA KSHEMAM (APTEL/2011/40391)"
"2633","PRAJA KSHETHRAM","APTEL/2022/83968","24-04-2023","Telugu","Daily","KURUVA PAKKIRAPPA","KURUVA PAKKIRAPPA","Andhra Pradesh","Kurnool","View        registration details for PRAJA KSHETHRAM (APTEL/2022/83968)"
"2634","PRAJA LEADER","APTEL/2016/67592","21-06-2016","Telugu","Monthly","SRINIVASA RAO MARADANA","SRINIVASA RAO MARADANA","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA LEADER (APTEL/2016/67592)"
"2635","PRAJA MANIPOOSA","APTEL/2021/81099","07-02-2022","Telugu","Monthly","KANAPARTHI RAJARAO","KANAPARTHI RAJARAO","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA MANIPOOSA (APTEL/2021/81099)"
"2636","PRAJA MARPU","APTEL/2023/86198","29-01-2024","Telugu","Monthly","Sarabu Chandra Mohan Rao","Sarabu Chandra Mohan Rao","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA MARPU (APTEL/2023/86198)"
"2637","PRAJA MATA","APTEL/2007/22687","22-01-2008","Telugu","Daily","K. SATYANARAYANA","K. SATYANARAYANA","Andhra Pradesh","Visakhapatnam","View        registration details for PRAJA MATA (APTEL/2007/22687)"
"2638","PRAJA MUDRA","APTEL/2023/87943","19-07-2024","TELUGU","Monthly","NAGIREDDY SIVAJI","NAGIREDDY SIVAJI","Andhra Pradesh","","View        registration details for PRAJA MUDRA (APTEL/2023/87943)"
"2639","PRAJA NADI","APTEL/2009/29627","17-11-2009","Telugu","Daily","K. VEENA","K.VEENA","Andhra Pradesh","Rangareddy","View        registration details for PRAJA NADI (APTEL/2009/29627)"
